Event_Name,Match_Type,Match_Num,Scouter_Initials,Team_Num,Team_Name,Start_Position,Auto_Cargo_Upper,Auto_Cargo_Lower,Auto_Tarmac,Tele_Cargo_Upper,Tele_Cargo_Lower,Hangar_Level,Hangar_Time,Use_Launch_Pad,Cargo_Loaded_Start,Defense_Rating,Speed_Rating,Tippy,Died_in_Match,Penalties
LoneStarRegional,Playoff,11,AB,4395,Dundee Vi-Borgs,3,2,0,0,3,0,1,3,1,1,2,3,1,0,0
PacificRegional,Playoff,12,KP,4395,Dundee Vi-Borgs,1,1,1,0,6,9,4,4,1,1,4,2,1,0,0
MidwestRegional,Qual,13,LS,4395,Dundee Vi-Borgs,2,1,4,0,9,5,2,0,1,1,2,5,1,0,0
MidwestRegional,Qual,14,MK,4395,Dundee Vi-Borgs,3,1,1,1,8,6,2,19,1,1,3,5,1,0,0
PacificRegional,Qual,15,XZ,4395,Dundee Vi-Borgs,3,0,4,1,2,5,2,11,1,0,5,5,1,0,0
LoneStarRegional,Playoff,16,TR,4395,Dundee Vi-Borgs,2,4,2,0,4,7,1,28,0,0,2,2,0,0,1
LoneStarRegional,Playoff,17,AB,4395,Dundee Vi-Borgs,2,0,3,1,7,5,3,14,1,1,1,3,0,0,1
LoneStarRegional,Qual,18,LS,4395,Dundee Vi-Borgs,2,0,4,1,1,9,4,22,1,0,3,4,0,0,0
NEDistrict,Playoff,19,JD,4395,Dundee Vi-Borgs,2,1,4,0,1,9,1,4,0,1,2,4,0,0,2
PacificRegional,Playoff,20,JD,4395,Dundee Vi-Borgs,3,1,1,1,5,1,3,10,1,1,1,5,0,0,2
NEDistrict,Playoff,21,TR,4395,Dundee Vi-Borgs,2,2,0,0,9,9,2,21,1,1,1,5,1,0,0
MidwestRegional,Qual,22,XZ,4395,Dundee Vi-Borgs,3,4,4,0,5,8,4,28,1,0,3,5,0,0,0
PacificRegional,Playoff,23,KP,4395,Dundee Vi-Borgs,1,3,0,1,4,3,0,24,0,1,5,5,1,0,0
LoneStarRegional,Qual,24,XZ,4395,Dundee Vi-Borgs,3,4,0,1,6,6,3,0,1,0,1,1,1,0,1
LoneStarRegional,Qual,25,JD,4395,Dundee Vi-Borgs,2,4,3,1,8,6,1,17,0,0,1,1,0,1,0
LoneStarRegional,Playoff,26,MK,4395,Dundee Vi-Borgs,1,0,1,1,2,1,3,22,0,0,5,1,0,0,0
NEDistrict,Qual,27,AB,4395,Dundee Vi-Borgs,1,2,1,1,6,5,3,13,0,1,3,4,0,0,2
MidwestRegional,Qual,28,AB,4395,Dundee Vi-Borgs,3,1,0,0,1,6,4,1,1,1,2,2,0,0,0
LoneStarRegional,Qual,29,JD,4395,Dundee Vi-Borgs,1,2,4,1,8,5,4,20,1,0,2,2,0,0,0
NEDistrict,Qual,30,AB,4395,Dundee Vi-Borgs,3,0,1,1,9,7,3,16,1,1,1,5,1,0,0
LoneStarRegional,Qual,31,JD,4395,Dundee Vi-Borgs,2,2,1,0,4,1,2,8,0,0,3,4,1,0,1
MidwestRegional,Playoff,32,TR,4395,Dundee Vi-Borgs,3,3,3,0,5,8,4,16,0,1,1,4,1,0,0
LoneStarRegional,Playoff,33,TR,4395,Dundee Vi-Borgs,1,4,3,0,4,9,1,18,1,1,4,5,0,0,0
LoneStarRegional,Playoff,1,MK,5046,Jacked Up Jackets,2,4,0,1,8,7,1,29,1,0,5,1,1,0,1
NEDistrict,Qual,2,XZ,5046,Jacked Up Jackets,2,1,3,1,6,7,1,29,1,0,1,5,1,0,0
PacificRegional,Playoff,3,MK,5046,Jacked Up Jackets,1,1,1,0,2,4,2,8,0,1,2,2,1,0,1
MidwestRegional,Playoff,4,LS,5046,Jacked Up Jackets,2,1,3,0,1,3,0,11,1,0,5,2,1,0,0
NEDistrict,Playoff,5,JD,5046,Jacked Up Jackets,3,4,3,1,6,3,1,29,1,1,5,3,1,0,1
PacificRegional,Playoff,6,TR,5046,Jacked Up Jackets,1,1,3,0,3,4,1,21,1,1,1,2,1,0,0
PacificRegional,Playoff,7,KP,5046,Jacked Up Jackets,3,2,3,0,4,5,1,5,1,1,1,3,0,0,1
MidwestRegional,Qual,8,AB,5046,Jacked Up Jackets,3,2,3,0,5,5,0,1,1,1,2,3,0,0,1
PacificRegional,Qual,9,KP,5046,Jacked Up Jackets,2,0,3,0,8,8,1,23,0,1,2,4,0,0,0
LoneStarRegional,Playoff,10,AB,5046,Jacked Up Jackets,2,1,1,0,9,8,3,24,1,1,2,4,1,0,1
NEDistrict,Playoff,11,KP,5046,Jacked Up Jackets,1,0,0,0,8,8,3,10,0,1,2,2,0,0,0
PacificRegional,Playoff,12,KP,5046,Jacked Up Jackets,1,1,4,0,1,9,0,5,0,1,1,5,0,0,0
PacificRegional,Playoff,13,MK,5046,Jacked Up Jackets,2,2,0,1,8,1,2,14,0,1,5,5,0,0,0
LoneStarRegional,Playoff,14,KP,5046,Jacked Up Jackets,1,4,4,1,9,9,2,9,0,1,4,1,0,0,0
MidwestRegional,Qual,15,MK,5046,Jacked Up Jackets,1,0,2,1,7,9,3,2,1,0,3,4,1,0,0
MidwestRegional,Qual,16,JD,5046,Jacked Up Jackets,1,2,3,1,2,3,2,9,1,0,1,2,0,0,0
MidwestRegional,Playoff,17,JD,5046,Jacked Up Jackets,1,1,1,1,1,3,4,0,1,0,3,2,1,0,0
LoneStarRegional,Playoff,18,AB,5046,Jacked Up Jackets,1,1,3,0,7,7,0,10,0,0,5,3,1,0,0
MidwestRegional,Qual,19,LS,5046,Jacked Up Jackets,3,1,3,1,4,9,2,7,1,1,5,5,1,0,0
LoneStarRegional,Playoff,20,LS,5046,Jacked Up Jackets,1,3,4,1,9,4,0,0,0,1,1,5,0,0,0
LoneStarRegional,Playoff,21,TR,5046,Jacked Up Jackets,3,1,4,1,6,5,2,2,0,1,4,2,1,0,0
NEDistrict,Playoff,22,XZ,5046,Jacked Up Jackets,2,3,0,1,4,4,2,1,0,1,5,2,1,0,0
NEDistrict,Qual,23,MK,5046,Jacked Up Jackets,2,3,2,0,8,9,1,7,1,1,3,1,1,0,0
MidwestRegional,Qual,24,JD,5046,Jacked Up Jackets,1,3,2,1,9,7,1,23,1,0,3,5,0,0,0
NEDistrict,Playoff,25,AB,5046,Jacked Up Jackets,2,3,4,1,5,8,3,14,1,1,4,5,1,0,0
LoneStarRegional,Playoff,26,KP,5046,Jacked Up Jackets,2,0,0,1,7,7,4,28,1,1,4,4,0,0,0
PacificRegional,Qual,27,MK,5046,Jacked Up Jackets,3,1,0,0,4,5,2,4,0,0,2,5,0,0,0
NEDistrict,Qual,28,AB,5046,Jacked Up Jackets,1,3,0,1,7,6,3,16,1,0,2,1,1,1,0
MidwestRegional,Playoff,29,JD,5046,Jacked Up Jackets,3,3,0,0,5,7,1,3,0,1,2,1,0,0,0
PacificRegional,Playoff,30,TR,5046,Jacked Up Jackets,3,3,1,1,4,2,1,29,0,0,1,5,1,0,2
NEDistrict,Playoff,31,LS,5046,Jacked Up Jackets,2,2,4,0,3,5,0,13,0,1,1,1,0,0,0
NEDistrict,Qual,32,AB,5046,Jacked Up Jackets,1,4,1,1,4,6,1,24,0,0,1,4,0,0,0
PacificRegional,Playoff,33,MK,5046,Jacked Up Jackets,1,4,4,1,9,8,4,5,0,1,3,3,1,0,0
NEDistrict,Playoff,1,JD,5066,Singularity,1,2,1,0,5,2,3,22,1,0,2,3,0,0,0
PacificRegional,Qual,2,TR,5066,Singularity,3,0,1,0,0,8,0,19,1,1,4,2,0,0,0
PacificRegional,Playoff,3,MK,5066,Singularity,2,4,1,0,6,7,1,23,0,1,4,1,1,0,0
MidwestRegional,Playoff,4,AB,5066,Singularity,2,0,3,0,9,7,0,5,0,0,1,2,0,0,0
NEDistrict,Qual,5,XZ,5066,Singularity,1,4,4,0,4,4,4,4,0,1,1,3,0,0,0
PacificRegional,Playoff,6,AB,5066,Singularity,3,0,0,0,4,8,0,4,1,1,1,2,0,0,0
MidwestRegional,Playoff,7,AB,5066,Singularity,2,1,3,0,1,7,4,25,0,1,2,3,1,0,0
MidwestRegional,Qual,8,XZ,5066,Singularity,1,3,3,1,8,7,3,3,0,0,1,4,0,0,0
PacificRegional,Qual,9,AB,5066,Singularity,2,1,2,0,7,2,3,8,1,1,4,5,1,0,0
NEDistrict,Playoff,10,JD,5066,Singularity,2,0,2,0,4,7,4,12,1,1,1,1,1,0,1
PacificRegional,Playoff,11,KP,5066,Singularity,3,2,2,0,8,9,4,23,1,0,4,2,1,0,0
NEDistrict,Qual,12,XZ,5066,Singularity,3,2,2,1,7,6,2,28,0,0,3,3,1,0,2
LoneStarRegional,Qual,13,KP,5066,Singularity,3,0,0,1,4,2,0,6,0,0,4,4,0,0,1
MidwestRegional,Playoff,14,AB,5066,Singularity,1,2,4,0,9,6,2,3,1,0,3,1,0,0,0
PacificRegional,Playoff,15,XZ,5066,Singularity,1,2,0,1,6,3,3,15,0,0,3,2,1,0,0
NEDistrict,Qual,16,XZ,5066,Singularity,1,4,2,1,5,8,3,17,0,1,3,1,1,0,0
PacificRegional,Qual,17,TR,5066,Singularity,3,4,3,0,6,3,1,4,1,0,1,4,0,0,2
LoneStarRegional,Qual,18,LS,5066,Singularity,1,2,0,0,7,2,3,16,1,0,3,3,0,0,0
PacificRegional,Qual,19,AB,5066,Singularity,1,2,3,0,6,6,1,0,0,0,1,1,0,1,0
NEDistrict,Playoff,20,MK,5066,Singularity,1,2,1,1,9,1,3,9,0,1,3,4,0,0,0
MidwestRegional,Playoff,21,LS,5066,Singularity,3,0,1,0,5,6,3,2,0,1,3,5,1,0,0
MidwestRegional,Playoff,22,MK,5066,Singularity,3,3,4,1,9,4,2,25,0,0,4,4,0,0,0
NEDistrict,Qual,23,TR,5066,Singularity,1,0,0,1,1,7,3,2,0,1,5,5,1,1,0
MidwestRegional,Qual,24,KP,5066,Singularity,1,0,1,0,6,3,0,30,0,0,5,3,0,0,0
LoneStarRegional,Playoff,25,JD,5066,Singularity,1,0,0,0,7,8,0,26,0,0,5,5,1,0,2
NEDistrict,Playoff,26,XZ,5066,Singularity,3,0,1,1,7,3,0,5,0,1,1,2,1,0,0
NEDistrict,Qual,27,AB,5066,Singularity,1,2,0,0,2,0,2,15,0,0,4,1,1,0,0
NEDistrict,Playoff,28,XZ,5066,Singularity,1,1,3,0,3,9,2,13,1,0,4,4,0,0,2
NEDistrict,Playoff,29,KP,5066,Singularity,1,3,0,0,7,1,2,20,1,0,5,2,0,1,0
LoneStarRegional,Qual,30,LS,5066,Singularity,1,2,4,1,2,7,2,5,1,0,2,5,1,0,0
MidwestRegional,Playoff,31,MK,5066,Singularity,3,4,4,0,4,7,4,23,0,1,5,3,0,0,0
LoneStarRegional,Qual,32,AB,5066,Singularity,1,1,4,0,7,9,3,10,0,1,4,4,0,0,0
LoneStarRegional,Playoff,33,JD,5066,Singularity,3,2,4,0,9,7,1,13,1,1,3,3,0,0,0
MidwestRegional,Qual,1,KP,5067,Steiner Steel Storm,3,2,4,0,4,5,4,7,1,1,2,2,1,0,0
NEDistrict,Qual,2,JD,5067,Steiner Steel Storm,3,4,3,0,6,6,1,0,0,0,3,3,0,0,0
MidwestRegional,Playoff,3,TR,5067,Steiner Steel Storm,2,3,2,0,4,4,4,22,1,1,1,2,0,0,0
NEDistrict,Playoff,4,LS,5067,Steiner Steel Storm,3,1,4,1,4,5,1,13,0,1,5,4,1,0,0
PacificRegional,Playoff,5,MK,5067,Steiner Steel Storm,1,3,2,0,5,3,2,30,0,1,5,1,1,0,0
MidwestRegional,Playoff,6,JD,5067,Steiner Steel Storm,1,2,1,1,8,4,3,21,0,1,4,1,1,0,0
NEDistrict,Playoff,7,LS,5067,Steiner Steel Storm,1,0,0,1,4,6,4,9,0,0,5,3,0,0,0
NEDistrict,Playoff,8,KP,5067,Steiner Steel Storm,2,2,0,0,5,7,4,23,1,1,2,2,1,0,0
LoneStarRegional,Qual,9,LS,5067,Steiner Steel Storm,1,0,0,0,6,7,1,23,0,1,4,3,0,0,0
LoneStarRegional,Playoff,10,AB,5067,Steiner Steel Storm,3,2,0,0,7,8,2,25,1,0,5,2,0,0,0
NEDistrict,Qual,11,AB,5067,Steiner Steel Storm,3,0,4,0,1,8,4,3,1,1,3,2,0,0,0
PacificRegional,Playoff,12,MK,5067,Steiner Steel Storm,1,0,3,1,9,5,3,2,0,1,5,5,0,0,0
PacificRegional,Qual,13,JD,5067,Steiner Steel Storm,1,1,0,1,5,4,0,26,0,0,4,4,1,0,0
NEDistrict,Playoff,14,AB,5067,Steiner Steel Storm,1,3,1,0,6,4,2,5,1,0,5,4,1,0,0
NEDistrict,Qual,15,TR,5067,Steiner Steel Storm,3,0,4,1,4,5,2,5,0,0,5,4,0,0,0
NEDistrict,Qual,16,MK,5067,Steiner Steel Storm,3,3,1,0,6,4,0,26,1,0,2,3,1,0,0
LoneStarRegional,Qual,17,LS,5067,Steiner Steel Storm,2,1,3,0,5,3,3,17,1,1,2,3,1,0,0
NEDistrict,Playoff,18,LS,5067,Steiner Steel Storm,2,1,1,1,6,8,1,30,0,0,4,4,1,0,0
PacificRegional,Qual,19,KP,5067,Steiner Steel Storm,2,1,0,0,2,2,3,6,0,1,1,5,0,0,0
MidwestRegional,Playoff,20,TR,5067,Steiner Steel Storm,1,1,0,0,7,9,2,4,1,1,1,5,0,0,1
MidwestRegional,Playoff,21,XZ,5067,Steiner Steel Storm,3,1,3,1,2,7,2,2,1,0,5,3,0,1,0
LoneStarRegional,Playoff,22,MK,5067,Steiner Steel Storm,1,1,2,0,5,2,3,15,1,1,3,4,1,0,1
LoneStarRegional,Playoff,23,LS,5067,Steiner Steel Storm,2,0,2,1,3,5,0,25,0,1,4,5,0,0,0
NEDistrict,Playoff,24,LS,5067,Steiner Steel Storm,1,4,3,1,4,9,4,15,1,0,3,2,0,0,2
MidwestRegional,Playoff,25,KP,5067,Steiner Steel Storm,2,3,3,1,8,7,1,3,0,0,2,5,0,0,0
LoneStarRegional,Playoff,26,TR,5067,Steiner Steel Storm,2,0,1,0,5,6,1,15,0,1,2,1,1,0,2
PacificRegional,Playoff,27,KP,5067,Steiner Steel Storm,1,0,3,0,8,7,0,24,1,0,1,1,0,0,0
MidwestRegional,Playoff,28,MK,5067,Steiner Steel Storm,1,2,0,0,2,0,2,5,0,0,2,1,1,0,0
PacificRegional,Playoff,29,JD,5067,Steiner Steel Storm,1,1,0,0,7,8,0,5,1,0,2,1,0,0,1
LoneStarRegional,Qual,30,AB,5067,Steiner Steel Storm,1,4,4,1,6,5,4,16,1,1,5,5,0,0,0
LoneStarRegional,Playoff,31,KP,5067,Steiner Steel Storm,3,2,0,0,6,3,3,10,1,0,2,4,0,0,0
PacificRegional,Qual,32,XZ,5067,Steiner Steel Storm,3,2,0,0,8,4,4,14,1,0,2,3,0,0,0
PacificRegional,Qual,33,AB,5067,Steiner Steel Storm,3,3,1,0,6,2,4,21,0,1,2,2,0,0,0
PacificRegional,Playoff,1,LS,5144,LISD TECHnicians,3,2,3,0,4,4,1,21,0,1,5,3,1,0,0
PacificRegional,Qual,2,MK,5144,LISD TECHnicians,1,3,2,1,6,8,1,13,1,0,2,2,1,0,1
NEDistrict,Qual,3,AB,5144,LISD TECHnicians,2,2,3,1,2,5,0,16,0,1,3,4,0,0,0
LoneStarRegional,Playoff,4,XZ,5144,LISD TECHnicians,1,3,0,1,6,5,1,20,0,1,3,2,0,0,0
LoneStarRegional,Playoff,5,TR,5144,LISD TECHnicians,3,0,1,0,0,2,2,23,1,0,2,5,0,0,0
MidwestRegional,Playoff,6,MK,5144,LISD TECHnicians,2,3,3,0,5,9,4,26,0,0,5,2,0,0,2
MidwestRegional,Playoff,7,LS,5144,LISD TECHnicians,1,4,3,1,7,8,4,24,0,1,5,5,1,0,0
NEDistrict,Qual,8,KP,5144,LISD TECHnicians,2,1,0,1,2,4,0,7,0,1,2,5,1,0,0
MidwestRegional,Playoff,9,MK,5144,LISD TECHnicians,2,1,2,1,6,7,0,14,0,1,4,3,1,0,2
MidwestRegional,Qual,10,AB,5144,LISD TECHnicians,2,1,3,1,2,9,2,30,1,1,5,4,0,0,0
LoneStarRegional,Playoff,11,AB,5144,LISD TECHnicians,1,4,3,0,8,7,4,27,0,1,3,5,1,0,0
LoneStarRegional,Qual,12,AB,5144,LISD TECHnicians,2,1,3,0,2,7,4,11,1,1,4,3,1,0,0
NEDistrict,Playoff,13,TR,5144,LISD TECHnicians,2,0,3,0,4,9,0,13,0,1,4,5,0,0,0
LoneStarRegional,Playoff,14,TR,5144,LISD TECHnicians,2,3,2,0,9,5,2,15,1,1,4,5,1,0,1
PacificRegional,Playoff,15,LS,5144,LISD TECHnicians,3,0,4,0,2,4,1,7,1,0,5,4,1,0,0
NEDistrict,Playoff,16,AB,5144,LISD TECHnicians,3,3,0,0,9,6,4,26,0,0,4,3,1,0,0
NEDistrict,Playoff,17,JD,5144,LISD TECHnicians,3,3,2,0,3,3,4,27,1,1,3,1,0,0,0
NEDistrict,Playoff,18,XZ,5144,LISD TECHnicians,3,3,4,0,9,8,3,6,1,1,5,2,0,0,2
MidwestRegional,Qual,19,JD,5144,LISD TECHnicians,3,4,0,0,5,6,4,10,0,1,2,3,1,0,1
MidwestRegional,Qual,20,XZ,5144,LISD TECHnicians,1,1,4,1,1,9,4,30,0,1,4,3,1,0,0
MidwestRegional,Playoff,21,JD,5144,LISD TECHnicians,2,0,1,1,2,8,3,18,0,0,3,4,0,0,0
PacificRegional,Qual,22,TR,5144,LISD TECHnicians,1,3,2,0,3,8,4,20,1,1,3,3,1,0,0
LoneStarRegional,Playoff,23,MK,5144,LISD TECHnicians,2,4,4,0,9,4,0,25,1,1,5,4,1,0,0
LoneStarRegional,Playoff,24,KP,5144,LISD TECHnicians,1,1,2,1,8,8,2,23,1,1,4,5,1,0,2
LoneStarRegional,Qual,25,JD,5144,LISD TECHnicians,2,4,2,1,7,8,1,16,0,1,1,1,0,0,0
NEDistrict,Playoff,26,XZ,5144,LISD TECHnicians,2,4,0,1,4,7,3,12,0,1,3,3,0,0,0
PacificRegional,Qual,27,TR,5144,LISD TECHnicians,3,2,3,1,2,6,3,17,1,0,3,2,0,0,0
NEDistrict,Qual,28,KP,5144,LISD TECHnicians,3,3,2,0,4,8,0,18,1,1,3,3,0,1,0
LoneStarRegional,Playoff,29,TR,5144,LISD TECHnicians,3,1,0,0,9,9,4,11,1,1,3,5,1,0,0
LoneStarRegional,Playoff,30,JD,5144,LISD TECHnicians,3,0,4,0,2,9,1,5,1,1,3,1,1,0,0
MidwestRegional,Playoff,31,JD,5144,LISD TECHnicians,3,0,4,1,6,4,0,15,1,1,3,1,1,0,1
MidwestRegional,Qual,32,LS,5144,LISD TECHnicians,1,0,0,0,5,3,4,3,0,0,2,3,0,0,0
NEDistrict,Playoff,33,KP,5144,LISD TECHnicians,3,2,3,0,8,3,2,4,0,1,5,2,1,0,0
LoneStarRegional,Qual,1,AB,5462,2PawR,1,1,4,0,4,5,3,1,1,1,2,4,0,0,0
PacificRegional,Qual,2,XZ,5462,2PawR,3,2,1,0,7,2,2,4,0,1,2,5,1,0,0
LoneStarRegional,Qual,3,AB,5462,2PawR,3,4,1,0,8,4,4,29,1,1,1,3,0,0,0
NEDistrict,Qual,4,AB,5462,2PawR,3,4,3,1,5,5,3,30,0,1,5,3,1,1,0
LoneStarRegional,Qual,5,KP,5462,2PawR,2,0,1,0,8,8,1,27,0,0,5,3,1,0,0
NEDistrict,Playoff,6,XZ,5462,2PawR,1,0,3,0,1,7,4,25,1,0,2,1,0,0,0
MidwestRegional,Playoff,7,XZ,5462,2PawR,2,1,1,0,6,9,2,10,0,1,2,5,0,0,0
PacificRegional,Qual,8,AB,5462,2PawR,3,4,4,0,7,9,0,20,1,0,3,4,1,0,0
PacificRegional,Playoff,9,TR,5462,2PawR,1,0,4,0,2,6,4,12,1,0,4,4,1,0,0
MidwestRegional,Playoff,10,JD,5462,2PawR,2,2,4,0,6,4,4,10,1,0,2,2,1,0,0
LoneStarRegional,Playoff,11,XZ,5462,2PawR,3,0,0,1,3,2,1,18,0,0,1,1,1,0,0
MidwestRegional,Qual,12,JD,5462,2PawR,2,4,0,1,7,8,3,11,1,0,1,3,0,0,0
LoneStarRegional,Qual,13,MK,5462,2PawR,1,2,1,0,7,5,1,18,0,1,3,2,1,0,0
MidwestRegional,Playoff,14,MK,5462,2PawR,1,2,1,1,3,5,0,7,0,1,3,3,0,0,1
PacificRegional,Qual,15,JD,5462,2PawR,1,0,2,1,1,3,0,29,0,0,3,3,0,0,2
NEDistrict,Qual,16,MK,5462,2PawR,1,2,4,1,6,5,2,25,0,0,3,1,0,0,0
LoneStarRegional,Playoff,17,TR,5462,2PawR,1,1,4,1,6,9,0,24,1,1,5,4,1,0,0
LoneStarRegional,Playoff,18,XZ,5462,2PawR,3,1,3,1,9,6,2,10,1,1,3,2,1,0,1
MidwestRegional,Playoff,19,LS,5462,2PawR,1,4,1,0,8,9,4,9,0,1,5,1,0,0,0
PacificRegional,Playoff,20,LS,5462,2PawR,1,2,4,0,2,7,0,14,0,0,3,1,0,0,0
PacificRegional,Playoff,21,XZ,5462,2PawR,3,2,2,1,8,2,2,29,0,0,2,4,1,0,0
NEDistrict,Qual,22,AB,5462,2PawR,1,4,0,1,6,9,2,21,1,1,3,2,0,0,0
LoneStarRegional,Playoff,23,JD,5462,2PawR,1,2,2,0,3,7,1,16,1,1,1,4,1,0,0
LoneStarRegional,Qual,24,KP,5462,2PawR,1,0,2,0,4,6,2,19,1,1,4,4,1,0,0
PacificRegional,Playoff,25,TR,5462,2PawR,3,3,1,1,6,1,4,29,0,0,3,2,0,0,0
PacificRegional,Qual,26,TR,5462,2PawR,1,2,3,1,9,7,3,17,0,1,4,3,1,0,0
PacificRegional,Playoff,27,AB,5462,2PawR,1,3,2,0,3,9,1,27,0,0,3,3,0,0,0
NEDistrict,Qual,28,XZ,5462,2PawR,3,3,2,0,3,3,2,22,0,1,2,5,1,0,0
MidwestRegional,Qual,29,LS,5462,2PawR,2,2,3,0,6,6,3,12,1,1,3,4,0,0,1
NEDistrict,Playoff,30,AB,5462,2PawR,1,1,4,0,4,9,4,26,1,0,4,5,1,1,0
MidwestRegional,Playoff,31,MK,5462,2PawR,1,4,4,1,7,9,1,13,1,1,3,3,0,0,0
PacificRegional,Qual,32,LS,5462,2PawR,3,2,1,1,2,4,4,19,1,0,3,1,1,0,0
NEDistrict,Qual,33,LS,5462,2PawR,2,3,1,0,8,6,1,18,1,1,3,3,0,0,0
NEDistrict,Qual,1,LS,5530,The Greenhills Lawnmowers,2,0,0,1,2,8,2,15,1,0,4,4,1,0,0
NEDistrict,Playoff,2,JD,5530,The Greenhills Lawnmowers,1,2,0,1,4,1,2,15,1,0,3,5,1,1,0
NEDistrict,Qual,3,MK,5530,The Greenhills Lawnmowers,1,4,2,0,9,8,3,8,0,0,3,3,1,0,1
LoneStarRegional,Playoff,4,LS,5530,The Greenhills Lawnmowers,2,1,3,1,9,6,1,27,1,1,1,5,0,0,1
PacificRegional,Qual,5,MK,5530,The Greenhills Lawnmowers,2,2,4,0,5,7,4,1,1,0,2,5,1,0,0
MidwestRegional,Qual,6,TR,5530,The Greenhills Lawnmowers,1,0,4,0,8,8,0,15,0,0,4,3,1,0,0
MidwestRegional,Qual,7,JD,5530,The Greenhills Lawnmowers,1,4,1,0,9,8,4,14,1,0,4,5,0,0,1
MidwestRegional,Qual,8,AB,5530,The Greenhills Lawnmowers,3,1,1,1,2,9,0,21,0,1,5,4,1,0,0
LoneStarRegional,Qual,9,MK,5530,The Greenhills Lawnmowers,1,0,1,0,2,8,0,9,1,1,1,5,0,0,0
LoneStarRegional,Playoff,10,TR,5530,The Greenhills Lawnmowers,2,3,3,0,4,4,0,1,0,1,1,5,0,0,0
PacificRegional,Playoff,11,TR,5530,The Greenhills Lawnmowers,3,2,3,0,7,7,2,24,1,0,5,1,0,0,0
PacificRegional,Playoff,12,TR,5530,The Greenhills Lawnmowers,2,3,3,1,7,5,2,23,1,1,2,3,1,0,0
LoneStarRegional,Qual,13,LS,5530,The Greenhills Lawnmowers,1,0,4,1,9,7,2,11,0,0,1,5,1,0,0
LoneStarRegional,Playoff,14,TR,5530,The Greenhills Lawnmowers,2,1,3,1,9,5,3,28,0,0,5,3,1,0,0
NEDistrict,Qual,15,JD,5530,The Greenhills Lawnmowers,1,2,1,0,3,8,1,17,0,0,3,1,1,0,2
MidwestRegional,Playoff,16,LS,5530,The Greenhills Lawnmowers,2,1,3,1,7,7,3,15,1,0,1,2,1,0,1
LoneStarRegional,Playoff,17,LS,5530,The Greenhills Lawnmowers,3,3,0,0,4,5,4,2,1,1,3,5,0,0,0
LoneStarRegional,Playoff,18,JD,5530,The Greenhills Lawnmowers,2,2,4,0,8,8,1,1,1,1,4,3,0,0,0
MidwestRegional,Playoff,19,LS,5530,The Greenhills Lawnmowers,1,1,2,1,2,2,1,9,0,0,3,5,0,0,0
LoneStarRegional,Playoff,20,JD,5530,The Greenhills Lawnmowers,2,0,2,0,3,2,2,21,1,0,1,1,1,0,1
PacificRegional,Playoff,21,LS,5530,The Greenhills Lawnmowers,1,2,2,1,4,8,2,17,0,1,3,2,1,0,0
NEDistrict,Qual,22,MK,5530,The Greenhills Lawnmowers,1,4,4,0,8,7,1,6,1,1,2,2,1,0,0
PacificRegional,Qual,23,TR,5530,The Greenhills Lawnmowers,1,2,1,0,3,3,4,27,1,1,2,3,1,0,0
NEDistrict,Qual,24,KP,5530,The Greenhills Lawnmowers,3,3,1,0,5,2,0,23,0,1,3,5,0,0,2
LoneStarRegional,Playoff,25,JD,5530,The Greenhills Lawnmowers,2,4,3,0,6,8,4,7,0,1,2,5,1,0,0
MidwestRegional,Playoff,26,XZ,5530,The Greenhills Lawnmowers,3,4,2,0,5,9,4,1,0,1,4,3,1,0,0
PacificRegional,Qual,27,KP,5530,The Greenhills Lawnmowers,1,3,3,0,3,6,4,0,0,1,2,5,0,0,0
LoneStarRegional,Qual,28,JD,5530,The Greenhills Lawnmowers,1,0,4,0,6,9,3,10,0,1,3,4,1,0,1
PacificRegional,Qual,29,LS,5530,The Greenhills Lawnmowers,3,0,0,1,2,5,0,11,0,0,5,4,1,0,0
PacificRegional,Playoff,30,XZ,5530,The Greenhills Lawnmowers,3,2,0,0,2,4,0,10,0,0,1,1,1,0,0
LoneStarRegional,Playoff,31,TR,5530,The Greenhills Lawnmowers,1,1,0,0,5,8,0,29,1,1,5,2,0,0,0
PacificRegional,Playoff,32,JD,5530,The Greenhills Lawnmowers,2,0,4,1,6,7,0,9,1,1,2,4,0,0,0
MidwestRegional,Playoff,33,XZ,5530,The Greenhills Lawnmowers,2,4,2,0,7,3,4,27,1,0,5,1,1,0,1
LoneStarRegional,Qual,1,KP,5559,Gear Grinders,3,2,4,0,5,9,3,22,0,0,3,3,1,0,0
MidwestRegional,Playoff,2,JD,5559,Gear Grinders,2,4,4,1,7,7,3,20,1,1,3,4,1,0,0
LoneStarRegional,Playoff,3,LS,5559,Gear Grinders,2,0,3,0,4,5,4,11,1,0,2,1,0,0,0
LoneStarRegional,Playoff,4,KP,5559,Gear Grinders,3,3,3,1,4,8,3,6,1,1,4,2,0,0,0
NEDistrict,Qual,5,TR,5559,Gear Grinders,2,0,3,0,4,5,3,29,0,1,1,3,1,0,1
NEDistrict,Playoff,6,XZ,5559,Gear Grinders,2,3,2,0,4,4,0,4,0,0,5,2,0,0,0
LoneStarRegional,Playoff,7,JD,5559,Gear Grinders,2,0,0,1,9,4,3,13,1,0,1,2,0,0,0
LoneStarRegional,Playoff,8,MK,5559,Gear Grinders,1,3,2,1,8,7,3,0,1,0,5,5,1,0,1
